,time (s),distance (m),velocity (m/s),acceleration (m/s^2),force (N),mass (kg)
44,0.044,0.006218463192086919,0.35730841568747845,14.355997145330289,0.7254327037263667,0.050531683475733696
45,0.045,0.006583017803245323,0.37186918644152656,14.767325350809795,0.7450275874308204,0.05045108506327894
46,0.046,0.006962340757281797,0.38684667531646316,15.189468301745281,0.7651257458884251,0.05037212170227918
47,0.047,0.007356854030525856,0.40225180911361114,15.622655716235268,0.785738650374649,0.05029481956503074
48,0.048,0.007766990935048867,0.4180957498897341,16.067120466776352,0.8068779510796528,0.050219200929508045
49,0.049,0.008193195954757216,0.43438989273154127,16.523098586638778,0.8285554748774366,0.05014528422335015
50,0.05,0.008635924983319096,0.45114586889926866,16.990829238022734,0.8507832226983159,0.05007308417851674
51,0.051000000000000004,0.009095645999153398,0.4683755548926748,17.470554784268362,0.8735733664809479,0.05000261166677837
52,0.052000000000000005,0.009572838410225498,0.4860910636023072,17.96252075613857,0.8969382456792142,0.04993387386192395
53,0.053,0.010067994551627017,0.50430476405851,18.466975789424016,0.9208903632983707,0.049866874457363077
54,0.054,0.010581618603380404,0.5230292668214567,18.9841711203366,0.9454423814339402,0.04980161501078889
55,0.055,0.01111422777140564,0.54227742776506,19.514342211435935,0.9706071162859231,0.0497381416073108
56,0.056,0.011666352420816374,0.5620623363363607,20.057698647686784,0.9963975326199804,0.04967656310535372
57,0.057,0.012238535907456596,0.5823972545913435,20.61439373906585,1.0228267376463434,0.049617114652661776
58,0.058,0.012831334843141551,0.6032956313030544,21.184647668457302,1.0499079742863127,0.04955985063889281
59,0.059000000000000004,0.01344531961768277,0.6247711743519531,21.768771309598556,1.0776546137953311,0.04950461367197874
60,0.06,0.0140810745032291,0.6468378952258539,22.367044242647022,1.1060801477107696,0.049451332760446616
61,0.061,0.014739198218355834,0.6695100912215679,22.97974875872337,1.1351981790917332,0.049399938659503366
62,0.062,0.015420302440198248,0.6928023167309256,23.607169395668212,1.1650224130174132,0.04935036443764361
63,0.063,0.01612501438821803,0.7167294250111614,24.249592648821356,1.1955666463097532,0.04930254555710499
64,0.064,0.01685397711684331,0.7413065749896263,24.907306647375446,1.2268447564455083,0.04925641996601766
65,0.065,0.017607848993521334,0.7665492183751368,25.58060092193663,1.2588706896221253,0.04921192795524133
66,0.066,0.01838730302916071,0.7924730689705136,26.269766468795734,1.2916584479412923,0.04916901143661004
67,0.067,0.01919302798439105,0.8190941412260722,26.97509503165604,1.3252220756735127,0.049127614717142866
68,0.068,0.020025729569309064,0.8464287455394905,27.696879071780398,1.3595756445666356,0.049087683888249724
69,0.069,0.020886129352233367,0.8744934833237007,28.435411256659535,1.3947332381609274,0.04904916709563266
70,0.07,0.02177496595907223,0.9033052487814276,29.190984228712665,1.4307089350730928,0.049012014252874256
71,0.07100000000000001,0.022692995103594807,0.9328812292829437,29.963890204561658,1.4675167912115108,0.048976177031515696
72,0.07200000000000001,0.023640989766692242,0.9632389026798602,30.754420555906094,1.505170820884999,0.04894160883795111
73,0.073,0.02461974164656569,0.994396035754137,31.56286555673418,1.5436849767675882,0.04890826449179077
74,0.074,0.02563005857949958,1.0263706887162256,32.38951354986273,1.5830731286821174,0.04887610078629374
75,0.075,0.02667276549213008,1.0591812135432617,33.234650547208815,1.6233490411659437,0.04884507628145587
76,0.076,0.02774870790912255,1.092846237101059,34.098560181117435,1.664526349782784,0.04881515057942356
77,0.077,0.028858751705230442,1.1273846623457289,34.98152314703124,1.7066185361455448,0.048786284375681326
78,0.078,0.030003779029008745,1.1628156880789766,35.88381602917101,1.7496389016161535,0.048758440300602945
79,0.079,0.031184690348364342,1.1991587984633632,36.80571095106371,1.7936005396497137,0.04873158249909794
80,0.08,0.03240240808997661,1.2364337226147275,37.74747543538534,1.8385163067519181,0.04870567595703238
81,0.081,0.03365787508852096,1.274660451820071,38.70937154640914,1.8843987920205307,0.048680686788244595
82,0.082,0.03495205317663108,1.3138592526570712,39.69165498160842,1.9312602852439047,0.04865658250175701
83,0.083,0.036285925036194974,1.354050625805023,40.69457456329327,1.9791127435319555,0.048633331709950496
84,0.084,0.0376604932975917,1.3952553345603413,41.718371376951076,2.027967756457851,0.04861090424968698
85,0.085,0.03907678123956957,1.4374943853595787,42.763278070636446,2.077836509691782,0.0485892710624197
86,0.08600000000000001,0.04053583452723006,1.4807889793888709,43.82951829421947,2.128729747111724,0.048568403896706185
87,0.08700000000000001,0.04203871901780507,1.5251605731454112,44.917305515717146,2.180657731379982,0.04854827568890885
88,0.088,0.043586522308880056,1.5706308225693062,46.02684235671553,2.23363020297863,0.04852886030433355
89,0.089,0.045180354338911474,1.617221559000662,47.15831977160327,2.287656337701684,0.04851013243858644
90,0.09,0.04682134646084684,1.6649548220374395,48.31191595795691,2.3427447026070074,0.04849206776741712
91,0.091,0.04851065247285233,1.7138528005480609,49.48779553896629,2.3989032104366057,0.04847464277425186
92,0.092,0.05024944802353303,1.7639378712229592,50.68610845136664,2.4561390725200356,0.04845783484989191
93,0.093,0.052038931604688476,1.815232520529058,51.90698908472827,2.5144587501822837,0.04844162211138676
94,0.094,0.053880324015518684,1.867759387894797,53.150555107000436,2.573867904684544,0.04842598350107431
95,0.095,0.05577486885200596,1.9215412042658535,54.41690647183985,2.63437134573392,0.04841089868085717
96,0.096,0.057723832509797346,1.9766007950471827,55.70612428686925,2.6959729786062523,0.04839634803388634
97,0.097,0.05972850411983753,2.03296107141338,57.0182696531949,2.7586757499348766,0.048382312664240944
98,0.098,0.0617901959412106,2.090644960793843,58.35338259826026,2.8224815922273376,0.048368774294696784
99,0.099,0.06391024298166095,2.1496754721615763,59.71148075244013,2.887391367181789,0.048355715363226776
100,0.1,0.06609000335178711,2.210075572223931,61.09255829126475,2.9534048078850743,0.048343118875533546
101,0.101,0.0683308581916843,2.271868230512497,62.49658462567871,3.020520459985207,0.048330968453340575
102,0.10200000000000001,0.07063421151350675,2.335076375488518,63.92350316227555,3.0887356219422957,0.04831924830685926
103,0.10300000000000001,0.07300149016197963,2.399722857355462,65.3732300544322,3.1580462844736767,0.048307943203114934
104,0.10400000000000001,0.07543414404767589,2.4658304157130373,66.84565296984327,3.2284470693212666,0.04829703841441638
105,0.105,0.07793364545063405,2.533421682074461,68.34062969586736,3.2999311674818124,0.04828651977845857
106,0.106,0.08050148933555609,2.6025191307808315,69.8579869152556,3.372490277053787,0.04827637362560904
107,0.107,0.0831391930940526,2.6731450438619757,71.39751890374134,3.446114540868111,0.048266586763528685
108,0.108,0.08584829612941483,2.7453214753339656,72.95898621111833,3.520792484083649,0.04825714647261793
109,0.109,0.08863036000611844,2.8190702310237423,74.5421143810272,3.596510951942414,0.048248040477609715
110,0.11,0.09148696775106008,2.8944128166202114,76.14659264601181,3.673255047893667,0.04823925694180164
111,0.111,0.09441972380186917,2.9713704107204757,77.77207265753093,3.7510080723103494,0.04823078444659565
112,0.112,0.0974302537099096,3.0499638287113657,79.41816722784563,3.8297514620358086,0.048222611975525666
113,0.113,0.10052020339237686,3.1302134698551116,81.08444908181164,3.909464731012938,0.04821472890650601
114,0.114,0.10369123919160296,3.2121392939595848,82.77044966036203,3.990125412262235,0.04820712499008045
115,0.115,0.1069450465940295,3.295760753970149,84.47565792766419,4.071709001489111,0.04819979034641769
116,0.116,0.11028333034982182,3.3810967722536693,86.19951924841956,4.154188902614458,0.048192715444763036
117,0.117,0.1137078144136268,3.468165711344646,87.94143431014399,4.237536375535594,0.04818589108509454
118,0.11800000000000001,0.11722024120919036,3.556985323574291,89.70075808496655,4.321720486437209,0.04817930838827002
119,0.11900000000000001,0.12082237112502983,3.647572707660615,91.476798856992,4.406708060983748,0.04817295878349292
120,0.12,0.12451598064849667,3.7399442309702837,93.26881729111687,4.4924636407355,0.048166834009627485
121,0.121,0.12830286104329275,3.8341154648562528,95.07602558458707,4.578949443140555,0.04816092611135458
122,0.122,0.13218481906576557,3.93010117027959,96.89758674020719,4.6661253254633674,0.0481552274152477
123,0.123,0.13616367521496803,4.027915221616492,98.73261388212555,4.753948753018004,0.048149730530720344
124,0.124,0.14024126382035357,4.1275705968447065,100.58016972708789,4.842374772079835,0.0481444283223923
125,0.125,0.14441943295769757,4.229079361422541,102.43926616011136,4.931355987853502,0.04813931388522299
126,0.126,0.1487000423034762,4.3324525659066015,104.30886384549721,5.020842547877122,0.04813438055766783
127,0.127,0.15308496215608655,4.437700199907866,106.187872005742,5.110782131242886,0.04812962191168617
128,0.128,0.15757607087697698,4.544831088150556,108.07514826817568,5.201119944011973,0.04812503177054182
129,0.129,0.1621752554076449,4.653852894168612,109.96949876677819,5.2917987211974165,0.04812060417243686
130,0.13,0.1668844095757459,4.764772052454268,111.8696783099204,5.382758735681347,0.048116333371131303
131,0.131,0.17170543370124375,4.877593762449573,113.77439076419752,5.473937814423523,0.04811221380889221
132,0.132,0.17664023245380614,4.992321891797235,115.68228950896672,5.565271362305415,0.04810824012844284
133,0.133,0.18169071370199844,5.108958935582083,117.5919781100532,5.656692393938671,0.04810440716155507
134,0.134,0.1868587869722301,5.227505965485734,119.50201114648944,5.748131573748262,0.04810070992614523
135,0.135,0.19214636215871353,5.347962582256807,121.41089523407533,5.839517264618891,0.04809714361598715
136,0.136,0.1975553480286883,5.4703268663699625,123.31709022379675,5.930775585368315,0.048093703594571525
137,0.137,0.20308765065559486,5.594595342003308,125.21901058800069,6.021830477283039,0.048090385389613445
138,0.138,0.20874517182205007,5.720762925646172,127.11502700017307,6.112603779920321,0.04808718468755074
139,0.139,0.21452980737299193,5.848822877599899,129.00346811121645,6.2030153163456445,0.048084097328281915
140,0.14,0.22044344560912743,5.978766770653343,130.88262252974715,6.292982987936735,0.04808111929837331
141,0.14100000000000001,0.2264879655679587,6.110584449923968,132.75074100038302,6.382422878843961,0.04807824672576062
142,0.14200000000000002,0.2326652351993292,6.244263986899247,134.60603878104607,6.471249370152653,0.048075475875781225
143,0.14300000000000002,0.23897710964089774,6.379791652928816,136.44669822600375,6.5593752637456095,0.048072803146038574
144,0.14400000000000002,0.2454254294389065,6.517151893173737,138.27087156841375,6.646711915814001,0.04807022506201053
145,0.145,0.2520120185856953,6.65632728389214,140.07668390320535,6.7331693799123675,0.04806773827230996
146,0.146,0.25873868271786177,6.79729851260733,141.86223510558915,6.818656559398545,0.04806533997101742
147,0.147,0.26560720734954407,6.940044362480212,143.62560005034288,6.903081369042487,0.04806302892118714
148,0.148,0.27261935569366536,7.084541676252993,145.36483496084622,6.986350905529567,0.04806080444016139
149,0.149,0.2797768667561893,7.230765341195495,147.07797890840743,7.068371626524088,0.0480586671028836
150,0.15,0.28708145336809443,7.3786882752971765,148.76305759224496,7.1490495378981525,0.04805661871708419
151,0.151,0.29453480054978615,7.528281442421867,150.418100592111,7.228290388670079,0.04805465805123444
152,0.152,0.3021385632181345,7.679513825328123,152.04113590062653,7.305999873135408,0.04805278406963876
153,0.153,0.3098943641942753,7.832352425471106,153.63019580429034,7.382083839613322,0.04805099545025228
154,0.154,0.3178037922618408,7.986762271694368,155.18332535661506,7.456448505171791,0.04804928936815016
155,0.155,0.32586840036981124,8.142706451277741,156.6985813496748,7.529000675637162,0.048047663295917815
156,0.156,0.33408970368724517,8.300146130512879,158.17403817395476,7.599647970138342,0.048046114633429865
157,0.157,0.342469177519386,8.459040565766653,159.60780082000045,7.668299049382964,0.048044638231880515
158,0.158,0.3510082554877348,8.619347147675784,160.99800784280418,7.7348638468134805,0.04804322705884457
159,0.159,0.3597083276558714,8.781021416618644,162.34283035361813,7.799253801745566,0.04804187400673678
160,0.16,0.36857073867742934,8.944017028513349,163.64045563959223,7.8613820935501,0.04804057812491245
161,0.161,0.3775967860128004,9.108285896837199,164.88911374182894,7.921163875903728,0.0480393380505768
162,0.162,0.3867877181632937,9.273778210959476,166.08707000933552,7.978516510102468,0.04803815558703038
163,0.163,0.3961447329602131,9.4404424811546,167.23262518144892,8.03335979640782,0.04803703695789952
164,0.164,0.40566897597236407,9.608225447070344,168.3241890661322,8.08561620237664,0.04803597300682622
165,0.165,0.4153615385181061,9.777072341799148,169.3602114479943,8.135211087114152,0.04803496061772599
166,0.166,0.42522345654019994,9.946926863962759,170.3392076968462,8.18207292038502,0.04803399658255256
167,0.167,0.4352557088945154,10.1177312740041,171.2597568345289,8.226133495519965,0.04803307938518243
168,0.168,0.44545921604607075,10.28942644501215,172.12051282893037,8.26732813506571,0.04803220719707338
169,0.169,0.4558348386050678,10.461951944116192,172.92020717365952,8.305595888143893,0.04803137830966618
170,0.17,0.4663833761779679,10.635246108869433,173.6576529946755,8.340879718510068,0.04803059107775577
171,0.171,0.4771055661241988,10.809246132526637,174.33174866345868,8.37312668233732,0.04802984394140018
172,0.17200000000000001,0.48800208245521287,10.983888150944846,174.94148127209058,8.402288094789562,0.048029135421125684
173,0.17300000000000001,0.49907353482758277,11.159107332810573,175.48592985649867,8.428319684497966,0.04802846411327743
174,0.17400000000000002,0.5103204677407591,11.334837976578672,175.96426834313874,8.451181735109124,0.04802782868752033
175,0.17500000000000002,0.5217433595739167,11.511013602470653,176.3757682118327,8.470839213135516,0.04802722788405819
176,0.176,0.5333426215193712,11.687567041415988,176.71980085934058,8.487261881407308,0.048026660510797604
177,0.177,0.5451185975466545,11.86443055240817,176.995839645546,8.500424397498557,0.04802612544182739
178,0.178,0.5570715642268693,12.041535935916789,177.2034616163109,8.510306396580392,0.0480256216157182
179,0.179,0.5692017286565266,12.218814595820383,177.34234890173772,8.516892558237782,0.04802514803137542
180,0.18,0.5815092291790661,12.39619766975543,177.41228975997421,8.520172656874436,0.04802470374742135
181,0.181,0.5939941367721616,12.57361616913847,177.41317927074618,8.520141595421714,0.048024287882352426
182,0.182,0.6066564519372587,12.751001030093748,177.34501969774425,8.516799422160975,0.048023899609227684
183,0.183,0.6194961057287414,12.928283239287136,177.20792047943206,8.510151330564183,0.048023538155293276
184,0.184,0.6325129621637187,13.105393964808341,177.00209786145626,8.500207642153615,0.048023202802979933
185,0.185,0.6457068152589003,13.28226463593345,176.72787419906612,8.486983772477762,0.04802289288512593
186,0.186,0.6590773899034572,13.458827055025228,176.38567689712212,8.470500180395662,0.04802260778428243
187,0.187,0.6726243449074534,13.635013502332914,175.97603700107868,8.45078230095561,0.04802234693411017
188,0.188,0.6863472707310477,13.810756844473994,175.49958747372153,8.427860462245357,0.0480221098155419
189,0.189,0.7002456900446082,13.985990638340919,174.9570611378321,8.401769786678765,0.0480218959557157
190,0.19,0.7143190610911119,14.160649203915927,174.34928829689244,8.37255007726792,0.0480217049295357
191,0.191,0.7285667764683719,14.334667746546735,173.67719407221887,8.340245689509064,0.04802153635693241
192,0.192,0.7429881633230095,14.507982462346147,172.94179545055826,8.304905389584663,0.048021389901430296
193,0.193,0.7575824872499672,14.680530568301949,172.14419805282023,8.26658219965224,0.0480212652715472
194,0.194,0.7723489515423887,14.852250433838213,171.28559266390536,8.225333231052467,0.048021162218775296
195,0.195,0.7872866967457742,15.023081705421772,170.36725152880405,8.181219506324119,0.048021080535779595
196,0.196,0.8023948023549202,15.192965381198253,169.39052442750798,8.134305770961479,0.04802102005677785
197,0.197,0.8176722926960999,15.361843756932629,168.35683447449046,8.084660295890595,0.04802098068145602
198,0.198,0.8331181358332075,15.529660564220444,167.26767327739225,8.03235467167359,0.04802096253442198
199,0.199,0.8487312417353015,15.696361139989278,166.12459624218218,7.977463595475961,0.04802096604554655
200,0.2,0.8645104677874372,15.861892383697604,164.92929267923444,7.9200646518492706,0.0480209702181452
201,0.201,0.8804546190639487,16.026202906355188,163.68347376752652,7.8602380883918475,0.04802096331090485
202,0.202,0.8965624499348046,16.18924304385958,162.38883315420014,7.798066587352624,0.04802095338629465
203,0.203,0.9128326657748038,16.350964846011003,161.04707974404408,7.733635034238492,0.04802095788715784
204,0.20400000000000001,0.9292639248857827,16.511322124766025,159.66006581286706,7.667030284473727,0.04802096407413505
205,0.20500000000000002,0.9458548403997978,16.670270524145188,158.22965174667888,7.598340929141551,0.04802096727929526
206,0.20600000000000002,0.9626039821022453,16.827767590267147,156.757737914136,7.527657060812832,0.04802095999201075
207,0.20700000000000002,0.9795098782477983,16.983772759328584,155.2461789410638,7.455070040436368,0.048020956723621146
208,0.20800000000000002,0.9965710174320567,17.13824736040783,153.69688418002934,7.380672266228681,0.04802096220495595
209,0.209,1.0137858505267092,17.291154628947904,152.11182897667723,7.30455694546015,0.04802096585519415
210,0.21,1.0311527926342121,17.442459759783343,150.49297364426894,7.2268178699886745,0.04802096533138633
211,0.211,1.0486702250537692,17.592129951203503,148.84228889230118,7.147549196342462,0.04802095727991836
212,0.212,1.0663364972480842,17.740134337037723,147.16167818064804,7.066845231100817,0.04802096115284799
213,0.213,1.08414992879925,17.886444012471014,145.45314720128027,6.984800222266137,0.04802096315317581
214,0.214,1.102108811344973,18.03103198867989,143.71864023953134,6.901508157262665,0.04802096753601438
215,0.215,1.1202114105583383,18.173873293095358,141.96013984893648,6.8170625681381605,0.0480209626124092
216,0.216,1.1384559681725017,18.314944871498255,140.17952367465864,6.731556344484139,0.04802096745675457
217,0.217,1.1568407038511976,18.454225604334265,138.37876949202703,6.645081554529504,0.04802096144461217
218,0.218,1.1753638171084804,18.591696278118512,136.55972372121602,6.557729274801193,0.04802096178950001
219,0.219,1.194023488855876,18.72733956043302,134.72427648636355,6.469589428684983,0.048020962497726374
220,0.22,1.2128178836159027,18.861139970022066,132.8742888543469,6.380750634159804,0.048020957923275924
221,0.221,1.2317451515209759,18.993083855999583,131.01153266143118,6.291300060920451,0.04802096375117488
222,0.222,1.2508034299976951,19.12315937832292,129.1378495109705,6.201323297046869,0.04802095838308082
223,0.223,1.2699908454585886,19.251356446464367,127.2549279159967,6.110904225323297,0.04802096331669934
224,0.224,1.289305514574233,19.3776667300216,125.36452216949495,6.020124909258037,0.048020961633138334
225,0.225,1.3087455477384058,19.502083546025336,123.46829049925051,5.9290654888047545,0.048020957160986574
226,0.226,1.32830904874062,19.62460188935284,121.56783074741577,5.837804085738845,0.04802096121850016
227,0.227,1.3479941053366857,19.74521833009722,119.6647587886982,5.746416718598297,0.048020961031185576
228,0.228,1.3677987898279278,19.863931027466073,117.76060048283699,5.654977227057145,0.04802096120324496
229,0.229,1.3877212956639322,19.980739699527813,115.85684971700248,5.56355720556175,0.04802096051421701
230,0.23,1.4077596515717576,20.095645446794062,113.95494618905379,5.472225946025296,0.048020960292032885
231,0.231,1.4279119584624411,20.20865084566281,112.05628887306976,5.381050389344512,0.048020958425990926
232,0.232,1.4481763216161065,20.31975978425258,110.16221025896283,5.290095085474473,0.048020959937521486
233,0.233,1.468550847932196,20.428977454256156,108.2740177438327,5.199422161772416,0.048020958953179475
234,0.234,1.4890336488888074,20.53631026986027,106.3929400127118,5.1090912992999815,0.04802096171691043
235,0.23500000000000001,1.5096228432846333,20.641766023563033,104.52018517233947,5.019159716754652,0.04802096081707802
236,0.23600000000000002,1.5303165585349214,20.74535368920241,102.65688548098554,4.929682161685876,0.04802095971048107
237,0.23700000000000002,1.5511129315301284,20.84708326797797,100.8041253190835,4.84071090863882,0.04802096038546164
238,0.23800000000000002,1.5720101096934653,20.946965799315034,98.96294895876146,4.752295763859074,0.04802095949908878
239,0.23900000000000002,1.5930062519122974,21.045013347042342,97.13433285230514,4.664484076184662,0.04802096168485669
240,0.24,1.6140995295877012,21.14123894902076,95.31922307368615,4.577320753747291,0.04802096162920685
241,0.241,1.6352881276547264,21.235656561217965,93.51850123161181,4.490848286102711,0.048020960846886215
242,0.242,1.6565702454564462,21.32828099665407,91.73299979985339,4.405106771410265,0.04802096062509128
243,0.243,1.6779440975633269,21.419127872229932,89.96350658354046,4.320133948283793,0.04802095996860793
244,0.244,1.699407914546054,21.508213566565534,88.21075365074205,4.235965231940277,0.048020961805994536
245,0.245,1.7209599437143248,21.595555172662994,86.47544147446479,4.152633754278253,0.048020960442329494
246,0.246,1.7425984498069216,21.68117045085983,84.75820278464658,4.0701704075253895,0.04802096167455164
247,0.247,1.764321715637044,21.765077784506815,83.05964588686464,3.9886038911032955,0.04802095949862541
248,0.248,1.786128042691741,21.847296126538218,81.38031017212815,3.907960761367391,0.04802096174248577
249,0.249,1.8080157516793038,21.927844969602155,79.72072242896033,3.828265483890715,0.048020958255892726
250,0.25,1.8299831830452955,22.006744288356415,78.08133954892385,3.749540487972214,0.04802095493793167
251,0.251,1.8520286974426126,22.084014497202293,76.4625699914933,3.6718062230626547,0.04802096272033696
252,0.252,1.8741506761438187,22.15967641747019,74.86482016331904,3.5950812168144197,0.04802096911435413
253,0.253,1.8963475214299077,22.233751243522814,73.28843995506216,3.5193821344750478,0.048020972156495714
254,0.254,1.9186176569478968,22.30626051148799,71.73375268651513,3.4447238393583888,0.048020962383109024
255,0.255,1.9409595280260177,22.377226043272493,70.20101000616143,3.371119454141407,0.04802095374191239
256,0.256,1.963371601939339,22.446669899911686,68.69043424449309,3.2985804227490214,0.04802095748890201
257,0.257,1.9858523681368436,22.514614357992517,67.20224130482214,3.2271165726037716,0.048020966413395615
258,0.258,2.0084003384420286,22.581081897083426,65.73662398094716,3.1567361770314166,0.0480209658765919
259,0.259,2.0310140472169866,22.64609517338906,64.29371850624251,3.0874460176277783,0.04802095895772473
260,0.26,2.0536920516112223,22.709676923660567,62.873590474564246,3.0192514464061437,0.04802098024968995
261,0.261,2.076432931507732,22.7718500051148,61.476407138388346,2.952156447558324,0.048020965846504046
262,0.262,2.0992352897124262,22.832637378405046,60.10216300750821,2.8861636986758405,0.04802096221254615
263,0.263,2.122097752004197,22.892061991643295,58.75089306036548,2.8212746312908115,0.04802096588373564
264,0.264,2.1450189671068998,22.95014683346537,57.42263114462812,2.757489490608781,0.04802095333569095
265,0.265,2.1679976067460967,23.006914899519188,56.117314668772124,2.694807394317906,0.048020961270577305
266,0.266,2.1910323656241655,23.062389121894654,54.83493623913841,2.6332263903707354,0.04802096201748241
267,0.267,2.214121961361141,23.116592405199782,53.575449310736005,2.5727435136460053,0.048020941433905104
268,0.268,2.237265134423405,23.169547586738616,52.33869360780209,2.513354841408705,0.048020970111375516
269,0.269,2.260460648027957,23.22127739725493,51.12464340459132,2.45505554749682,0.0480209813507734
270,0.27,2.2837072882942393,23.271804395045777,49.933222984323066,2.397839955172974,0.04802093299536853
271,0.271,2.307003863510266,23.321151242364333,48.764138947868126,2.34170158858824,0.04802097687178817
272,0.272,2.3303492046993584,23.369340171589,47.617374804507556,2.2866332228141673,0.04802098461332459
273,0.273,2.3537421652228483,23.416393400971042,46.49275621718659,2.2326269324070847,0.048020963136226544
274,0.274,2.3771816203247673,23.46233298847487,45.39005419388662,2.1796741384764116,0.048020963560999275
275,0.275,2.400666467201217,23.50718076520142,44.30909604568426,2.1277656542357555,0.04802096734363421
276,0.276,2.4241956249103493,23.550958375138027,43.24969489463775,2.0768917290221776,0.048020956773955834
277,0.277,2.4477680341860886,23.593687260494832,42.21161412073011,2.0270420907750757,0.04802095662529038
278,0.278,2.471382656780219,23.635388633752026,41.1946294432895,1.978205986971814,0.0480209681141836
279,0.279,2.495038476668564,23.67608347009301,40.19852260337442,1.930372224022317,0.04802097437929905
280,0.28,2.51873449885843,23.715792515880594,39.22305826817662,1.8835292051296189,0.04802096746896986
